20584.882250710118, 3.596714348291071e-15
21608.452008962264, 3.2042934962870175e-15
22761.67935268115, 2.9020287181692138e-15
23564.49106559275, 2.6289280476475654e-15
24059.7063573017, 2.3568800630976463e-15
24367.44732034313, 2.0771769280621775e-15
24650.626248281966, 1.8388481775332653e-15
25256.059463422156, 1.6794724757030198e-15
25966.212215176896, 1.4856706539916115e-15
26603.956960000272, 1.276121765895684e-15
28023.790764137088, 1.230856628753178e-15
29214.02508548418, 1.4416240058087304e-15
30454.811373609577, 1.626051001429442e-15
32528.052670319474, 1.681515958403413e-15
35105.59547322307, 1.563201046683375e-15
37887.38434545446, 1.5268798137747072e-15
40607.116414218115, 1.570822985503714e-15
42626.27862390159, 1.6235154710823314e-15
43824.84917310659, 1.4282949097425946e-15
44436.7139157036, 1.2333287010471524e-15
45161.361371788684, 1.0689402608526517e-15
45528.104548350275, 9.8577076379732e-16
45844.82534956903, 8.877099600601995e-16
46110.44177770328, 7.881963034257427e-16
46484.89217903191, 7.040111374595082e-16
47079.467410899226, 6.186209443872758e-16
48627.47513228235, 5.698229966851042e-16
51758.12017512733, 5.13808110805779e-16
55859.46529717791, 5.142248071970093e-16
59249.97508288343, 4.783659490131202e-16
61552.7288960079, 4.3846645808867394e-16
65062.88748655574, 3.9979355185443586e-16
70218.5105137565, 3.940021158018631e-16
74222.85138240826, 3.873513889351866e-16
76840.71509677777, 3.3855291384265913e-16
79827.13406901855, 3.1272244970488135e-16
84672.41280174405, 2.897774789079752e-16
90593.44485203386, 3.2734590743627673e-16
96125.52166111732, 3.6148583698572017e-16
102811.81137058708, 4.26235078852937e-16
108674.84570496988, 4.064601570579098e-16
114872.23045248025, 3.722663369242646e-16
121002.87771665415, 3.598776783581084e-16
126580.14574798447, 3.1622776601683793e-16
128051.15867354975, 3.0514691968670976e-16
138517.73336069216, 3.3381094007409654e-16
147947.4645649672, 3.1394486838989184e-16
155573.45040459424, 2.794251933820693e-16
159018.16050921928, 2.5868726751441394e-16
169509.307007962, 2.6828483666836006e-16
175944.7628006277, 3.0822356321338497e-16
184054.4137392258, 3.39190856913985e-16
194146.26155089232, 3.681547674400739e-16
200020.8501442905, 3.2263664501395334e-16
205645.0591521926, 2.8130025411001226e-16
214875.24255182588, 2.761567598605104e-16
231366.81881027698, 2.9811719327447264e-16
249700.46714451205, 2.882545592098664e-16
269486.88499415095, 2.98721990694486e-16
284854.87470587244, 3.077429447103152e-16
298760.08934605337, 3.4649399495600656e-16
316509.75283275277, 3.5351626916953e-16
339483.646608104, 3.8602514733857576e-16
364338.7603685269, 3.8442646493622386e-16
383213.55297606945, 4.300031588044039e-16
411332.9955959448, 3.938424458178508e-16
439473.35714505095, 4.03211122431962e-16
453256.5471080366, 4.539257142576693e-16
474148.0605817602, 3.818639966957865e-16
488325.808092403, 3.6209074745677076e-16
520064.6654416908, 4.1460530504718966e-16
